text,length,word_count,has_emoji,all_caps,insult,threat,identity_hate,gender,religion,ethnicity
People like you sho!ld be banned,32,6,0,0,0,0,1,0,0,0
slut M?ke me a sandwich,23,5,0,0,0,0,0,1,0,0
Braindead moron Your existence is a mistake,43,7,0,0,1,0,0,0,0,0
I know where you li?e,21,5,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
whore,5,1,0,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigra1t trash 🤡,17,3,1,0,0,0,0,0,0,1
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
worthless 😂,11,2,1,0,1,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
I know where y1u live Sleep with one eye open 💩,47,11,1,0,0,1,0,0,0,0
Your existence is a mistake 💩,29,6,1,0,1,0,0,0,0,0
who?e Make me a sandwich,24,5,0,0,0,0,0,1,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
I know where you live kill yourself 😭,37,8,1,0,0,1,0,0,0,0
Absolute waste of oxygen Braindead moron 💩,42,7,1,0,1,0,0,0,0,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
Go back to your country 🤡,25,6,1,0,0,0,0,0,0,1
People like you should be banned subhuman 😂,43,8,1,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
clown 😂,7,2,1,0,1,0,0,0,0,0
slut 😭,6,2,1,0,0,0,0,1,0,0
I know where you live Sleep with one eye open,45,10,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
immigrant trash 🤡,17,3,1,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go ba!k to w1ere you came f1om 🤡,32,8,1,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Religious terrorists cultist,28,3,0,0,0,0,0,0,1,0
Sleep with one eye open I'll ruin your life 💩,45,10,1,0,0,1,0,0,0,0
Religious terrorists heretic,28,3,0,0,0,0,0,0,1,0
You're a pathetic loser clown,29,5,0,0,1,0,0,0,0,0
Religious terrorists heretic,28,3,0,0,0,0,0,0,1,0
cultist Religi?us terrorists,28,3,0,0,0,0,0,0,1,0
Typical behavior for your gender 💩,34,6,1,0,0,0,0,1,0,0
Typical be!avior f?r your ge!der who?e 😭,40,7,1,0,0,0,0,1,0,0
Make me a sandwich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
worthless Absolute waste of oxygen,34,5,0,0,1,0,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
verm1n People like you should be banned 😭,41,8,1,0,0,0,1,0,0,0
Sleep w!th o?e eye open I'll ru1n yo1r life 🖕,45,10,1,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to your country immigrant trash 😂,41,8,1,0,0,0,0,0,0,1
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Your ex1stence is a mistake 💩,29,6,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
People like you should be banned Go back to where you came from 💩,65,14,1,0,0,0,1,0,0,0
Braindead moron failure 🤡,25,4,1,0,1,0,0,0,0,0
Absolute waste of oxygen clown,30,5,0,0,1,0,0,0,0,0
immigrant trash 😂,17,3,1,0,0,0,0,0,0,1
failure 🤡,9,2,1,0,1,0,0,0,0,0
immigrant trash Go back to your country 💩,41,8,1,0,0,0,0,0,0,1
I know where you live I'll ruin your life,41,9,0,0,0,1,0,0,0,0
vermin,6,1,0,0,0,0,1,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
vermin Go back to where you came from,37,8,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
cultist heretic,15,2,0,0,0,0,0,0,1,0
subhuman 😂,10,2,1,0,0,0,1,0,0,0
immigrant trash 😂,17,3,1,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Braindead moron You're a pathetic loser 🖕,41,7,1,0,1,0,0,0,0,0
Religious terrorists 😭,22,3,1,0,0,0,0,0,1,0
I know where you live Sleep with one eye open,45,10,0,0,0,1,0,0,0,0
whore,5,1,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
slut 🤡,6,2,1,0,0,0,0,1,0,0
I k!ow where you live Sleep with o!e eye open,45,10,0,0,0,1,0,0,0,0
whore 🖕,7,2,1,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Make me a sandwich 🖕,20,5,1,0,0,0,0,1,0,0
worthless 😭,11,2,1,0,1,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
subhuman Peop1e like you should be banned 💩,43,8,1,0,0,0,1,0,0,0
c1own You're a pathetic loser 😭,31,6,1,0,1,0,0,0,0,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
heretic cultist 🤡,17,3,1,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
Absolute waste of oxygen failure 🖕,34,6,1,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
cultist heretic 😭,17,3,1,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
slut Typical behavior for your gender 😭,39,7,1,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
Religious terrorists heretic 🤡,30,4,1,0,0,0,0,0,1,0
slut Make me a sandwich 😭,25,6,1,0,0,0,0,1,0,0
kill yourself I'll ruin your life 😂,35,7,1,0,0,1,0,0,0,0
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
I'll ruin your life I know where you live,41,9,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
slut whore 😂,12,3,1,0,0,0,0,1,0,0
Religious terrorists heretic 😂,30,4,1,0,0,0,0,0,1,0
Typical behavior for your gender 😭,34,6,1,0,0,0,0,1,0,0
cultist Religious terrorists,28,3,0,0,0,0,0,0,1,0
cultist,7,1,0,0,0,0,0,0,1,0
Your existence is a mistake You're a pathetic loser,51,9,0,0,1,0,0,0,0,0
Go back to where you came from 🖕,32,8,1,0,0,0,1,0,0,0
Go back to your country immigrant trash 🖕,41,8,1,0,0,0,0,0,0,1
Go back to where you came from subhuman,39,8,0,0,0,0,1,0,0,0
slut,4,1,0,0,0,0,0,1,0,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
whore slut 😭,12,3,1,0,0,0,0,1,0,0
heretic Your god is fa?e,24,5,0,0,0,0,0,0,1,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
heretic,7,1,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to where you came from 🖕,32,8,1,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
whore,5,1,0,0,0,0,0,1,0,0
Make me a sandwich 😂,20,5,1,0,0,0,0,1,0,0
Yo!'re a pathetic loser failure,31,5,0,0,1,0,0,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Typ1cal behavior f1r your gender Make me a sandwich,51,9,0,0,0,0,0,1,0,0
heretic 😭,9,2,1,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
cultist Your god is fake,24,5,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
People like you should be banned Go back to where you came from,63,13,0,0,0,0,1,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Go back to your country,23,5,0,0,0,0,0,0,0,1
slut,4,1,0,0,0,0,0,1,0,0
vermin People like you should be banned,39,7,0,0,0,0,1,0,0,0
kill yourself Sleep with one eye open,37,7,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Make me a sandwich Typical behavior for your gender 😂,53,10,1,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
heretic 😭,9,2,1,0,0,0,0,0,1,0
immigrant trash Go back to your country 😭,41,8,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country immigrant trash 🖕,41,8,1,0,0,0,0,0,0,1
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
vermin 😭,8,2,1,0,0,0,1,0,0,0
immigrant trash Go back to your country 😭,41,8,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
I'll ruin your life kill yourself 🤡,35,7,1,0,0,1,0,0,0,0
Sleep with one eye open I know where you live 😂,47,11,1,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country immigrant trash 🤡,41,8,1,0,0,0,0,0,0,1
Make me a sand?ich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Yo1r existence is a mistake,27,5,0,0,1,0,0,0,0,0
slut,4,1,0,0,0,0,0,1,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
subhuman 🖕,10,2,1,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Your existence is a mistake 😂,29,6,1,0,1,0,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
Your god is fake Religious terrorists 😂,39,7,1,0,0,0,0,0,1,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Religious te?rorists heretic,28,3,0,0,0,0,0,0,1,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I know where you live 🖕,23,6,1,0,0,1,0,0,0,0
subhuman Go back to where you came from,39,8,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Typical behavior for your gender 😂,34,6,1,0,0,0,0,1,0,0
cultist,7,1,0,0,0,0,0,0,1,0
Make me a sandwich slut,23,5,0,0,0,0,0,1,0,0
heretic,7,1,0,0,0,0,0,0,1,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
slut,4,1,0,0,0,0,0,1,0,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
Your existence is a mis?ake 😂,29,6,1,0,1,0,0,0,0,0
cultist 😂,9,2,1,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
vermin Go back to where you came from,37,8,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
worthless Absolute waste of oxygen 🤡,36,6,1,0,1,0,0,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
Your existence is a mistake worth!ess 🖕,39,7,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
whore 😭,7,2,1,0,0,0,0,1,0,0
slut,4,1,0,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Braindead moron worthless 🤡,27,4,1,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Braindead moron You're a pathetic loser 😂,41,7,1,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Make me a sandwich 😭,20,5,1,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
kill yourself I'll ruin your life,33,6,0,0,0,1,0,0,0,0
Your god is fake Religious terrorists,37,6,0,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Go back to your country immigrant trash 💩,41,8,1,0,0,0,0,0,0,1
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
whore,5,1,0,0,0,0,0,1,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Sleep with one eye open I'll ruin your life,43,9,0,0,0,1,0,0,0,0
Religious terrorists,20,2,0,0,0,0,0,0,1,0
Religious terrorists,20,2,0,0,0,0,0,0,1,0
People like you should be banned Go back to where you came from,63,13,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to where you came from 😭,32,8,1,0,0,0,1,0,0,0
whore slut 😭,12,3,1,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
heretic Your god is fake 🖕,26,6,1,0,0,0,0,0,1,0
slut,4,1,0,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Typical behavior for your gender whore,38,6,0,0,0,0,0,1,0,0
whore Typical behavior for your gender,38,6,0,0,0,0,0,1,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
subhuman 🖕,10,2,1,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Make me a sandwich 🖕,20,5,1,0,0,0,0,1,0,0
worthless 💩,11,2,1,0,1,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
subhuman People like you should be banned,41,7,0,0,0,0,1,0,0,0
Sleep with one eye open I'll ru?n your life 😭,45,10,1,0,0,1,0,0,0,0
vermin Go back to where you came from,37,8,0,0,0,0,1,0,0,0
I'll ruin your life kill yourself 🤡,35,7,1,0,0,1,0,0,0,0
kill yourself 😭,15,3,1,0,0,1,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
You're a pathetic loser Braindead moron,39,6,0,0,1,0,0,0,0,0
I?ll ruin your l!fe,19,4,0,0,0,1,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
I'll ruin your life kill yourself 😭,35,7,1,0,0,1,0,0,0,0
Your god is fake Religious terrorists,37,6,0,0,0,0,0,0,1,0
People like you should be banned subhuman,41,7,0,0,0,0,1,0,0,0
Go back to your country 🤡,25,6,1,0,0,0,0,0,0,1
Sle1p with one eye open I know where you live 😂,47,11,1,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
immigra1t trash Go back to your cou?try 😂,41,8,1,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
slut Make me a sandwich,23,5,0,0,0,0,0,1,0,0
whore Make me a sandwich,24,5,0,0,0,0,0,1,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Go back to your country 😭,25,6,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Sleep with one eye open kill yourself 🖕,39,8,1,0,0,1,0,0,0,0
whore 🖕,7,2,1,0,0,0,0,1,0,0
People like you should be banned vermin,39,7,0,0,0,0,1,0,0,0
vermin 😂,8,2,1,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Make me a sandwich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
People like you should be banned vermin,39,7,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
vermin,6,1,0,0,0,0,1,0,0,0
clown You're a pathetic loser 😭,31,6,1,0,1,0,0,0,0,0
Braindead moron You're a path1tic loser,39,6,0,0,1,0,0,0,0,0
Your god is fake 🖕,18,5,1,0,0,0,0,0,1,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
subhuman vermin,15,2,0,0,0,0,1,0,0,0
failure,7,1,0,0,1,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
worthless 🤡,11,2,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to where you came from vermin,37,8,0,0,0,0,1,0,0,0
Make me a sandwich Typical behavior for your gender 😭,53,10,1,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
failure Absolute waste of oxygen 🖕,34,6,1,0,1,0,0,0,0,0
I know where you live kill yourself 🤡,37,8,1,0,0,1,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
You'?e a pathetic loser,23,4,0,0,1,0,0,0,0,0
Your god is fake 😭,18,5,1,0,0,0,0,0,1,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Make me a sandwich whore 🤡,26,6,1,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
whore slut 😭,12,3,1,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
vermin Go back to where you came from,37,8,0,0,0,0,1,0,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Typical behavior for your gender 💩,34,6,1,0,0,0,0,1,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
subhuman People like you should be banned,41,7,0,0,0,0,1,0,0,0
subhuman 💩,10,2,1,0,0,0,1,0,0,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
Your god is fake 🤡,18,5,1,0,0,0,0,0,1,0
failure 🖕,9,2,1,0,1,0,0,0,0,0
S?eep w!th o1e eye open 😂,25,6,1,0,0,1,0,0,0,0
cultist Religious terrorists 😂,30,4,1,0,0,0,0,0,1,0
Sleep with one eye open kill yourself,37,7,0,0,0,1,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
whore,5,1,0,0,0,0,0,1,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I'll ruin your l?fe Sleep with o1e eye op?n 😭,45,10,1,0,0,1,0,0,0,0
Go back to your country immigrant trash 😂,41,8,1,0,0,0,0,0,0,1
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
vermin 😂,8,2,1,0,0,0,1,0,0,0
worthless Absolute waste of oxygen,34,5,0,0,1,0,0,0,0,0
Make me a sandwich slut 🖕,25,6,1,0,0,0,0,1,0,0
Braindead moron,15,2,0,0,1,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
ki?l yourself 🤡,15,3,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Make me a sandwich whore 😭,26,6,1,0,0,0,0,1,0,0
subhuman 😂,10,2,1,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
kill yourself I know where you live,35,7,0,0,0,1,0,0,0,0
Sleep with one eye open kill yourself 😭,39,8,1,0,0,1,0,0,0,0
Go back to where you ca!e from,30,7,0,0,0,0,1,0,0,0
cultist heretic 🖕,17,3,1,0,0,0,0,0,1,0
worthless clo?n,15,2,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your existence is a mistake 😭,29,6,1,0,1,0,0,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
whore,5,1,0,0,0,0,0,1,0,0
slut Make me a sandwich 💩,25,6,1,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
cultist Your god is fa?e,24,5,0,0,0,0,0,0,1,0
Go back to your country 😂,25,6,1,0,0,0,0,0,0,1
ver?in,6,1,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country 🖕,41,8,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
subhuman 😭,10,2,1,0,0,0,1,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
You're a pathetic loser,23,4,0,0,1,0,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
immigrant trash Go back to your country 😂,41,8,1,0,0,0,0,0,0,1
Religious terrorists,20,2,0,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
whore 🖕,7,2,1,0,0,0,0,1,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
M?ke me a sandw?ch Typical behav!or f?r your gender 🖕,53,10,1,0,0,0,0,1,0,0
Go back to where you came from People like you should be banned,63,13,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country 😂,25,6,1,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
heretic 💩,9,2,1,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
I know where you live Sleep with one eye open,45,10,0,0,0,1,0,0,0,0
Make me a sandwich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
Religious terrorists Your god is fake,37,6,0,0,0,0,0,0,1,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I know where you live Sleep with one eye open,45,10,0,0,0,1,0,0,0,0
Absolute waste of oxygen,24,4,0,0,1,0,0,0,0,0
I'll ruin your life kill yourself 🤡,35,7,1,0,0,1,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
slut Typical behavior for your gender,37,6,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Sleep with one eye open 🖕,25,6,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
kill yourself 💩,15,3,1,0,0,1,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
heretic 😭,9,2,1,0,0,0,0,0,1,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
Your god is fake Religious terrorists 😭,39,7,1,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Make me a sandwich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
Religious terrorists,20,2,0,0,0,0,0,0,1,0
subhuman,8,1,0,0,0,0,1,0,0,0
clown 😭,7,2,1,0,1,0,0,0,0,0
immigrant trash Go back to your country 😂,41,8,1,0,0,0,0,0,0,1
subhuman People like you should be banned 😂,43,8,1,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Sleep with one eye open I'll ruin your life,43,9,0,0,0,1,0,0,0,0
kill yourself I k?ow where you live,35,7,0,0,0,1,0,0,0,0
Absolute waste of oxygen clown,30,5,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
kill yourself I'll ruin your life,33,6,0,0,0,1,0,0,0,0
worthless,9,1,0,0,1,0,0,0,0,0
vermin 🤡,8,2,1,0,0,0,1,0,0,0
Absolute waste of oxygen 🖕,26,5,1,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
I know where you live I'll ruin your life 😭,43,10,1,0,0,1,0,0,0,0
Sle!p with one eye open I!ll ruin your life,43,9,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
heretic Religious terrorists 😂,30,4,1,0,0,0,0,0,1,0
